1083014;XY-MBJ;2010-03-13;CDG;2010-03-14;Maintenance;1;0
1083016;XY-CMJ;2013-04-13;MST;2013-04-14;Maintenance;1;0
1083021;XY-NHZ;2011-12-08;TIA;2011-12-09;Maintenance;1;0
1083025;XY-PZC;2016-04-16;SVO;2016-04-17;Maintenance;1;0
1083028;XY-IWX;2013-10-04;ABZ;2013-10-05;Maintenance;1;0
1083029;XY-ALV;2011-06-09;ATH;2011-06-10;Maintenance;1;0
1083030;XY-ALV;2013-10-08;TKU;2013-10-09;Maintenance;1;0
1083037;XY-YAZ;2010-09-12;FAE;2010-09-13;Maintenance;1;0
1083038;XY-YAZ;2013-11-07;VIE;2013-11-07;Maintenance;1;0
1083041;XY-LYP;2010-09-02;WRO;2010-09-03;Maintenance;1;0
1083044;XY-NMY;2012-05-24;OLB;2012-05-24;Maintenance;1;0
1083045;XY-NHZ;2013-03-24;SKP;2013-03-25;Maintenance;1;0
1083046;XY-LQZ;2010-01-19;PRG;2010-01-19;Maintenance;1;0
1083048;XY-FBA;2014-01-15;BLL;2014-01-16;Maintenance;1;0
1083061;XY-OZH;2016-04-05;GYD;2016-04-06;Maintenance;1;0
1083064;XY-IWX;2012-11-08;BLL;2012-11-09;Maintenance;1;0
1083071;XY-FBA;2013-04-15;TMP;2013-04-15;Maintenance;1;0
1083073;XY-NHZ;2015-06-30;ESB;2015-07-01;Maintenance;1;0
1083076;XY-JXR;2010-07-27;BGO;2010-07-28;Maintenance;1;0
1083087;XY-LQZ;2012-10-13;AAL;2012-10-14;Maintenance;1;0
153405;XY-MBJ;2015-07-07;ORY;2015-07-08;Maintenance;1;0
153409;XY-ZDY;2012-04-17;EDI;2012-04-18;Maintenance;1;0
1084025;XY-PZC;2015-06-25;SAW;2015-06-26;Maintenance;1;0
1084026;XY-FBA;2016-10-28;SVG;2016-10-29;Maintenance;1;0
1084031;XY-ZWJ;2013-06-18;BHD;2013-06-19;Maintenance;1;0
1084037;XY-NHZ;2012-05-03;DBV;2012-05-03;Maintenance;1;0
1084051;XY-ALV;2010-12-14;FMO;2010-12-15;Maintenance;1;0
1084055;XY-YTM;2013-06-15;BRU;2013-06-16;Maintenance;1;0
1084062;XY-OHF;2010-12-05;VLC;2010-12-06;Maintenance;1;0
1084067;XY-LQZ;2015-11-11;RNS;2015-11-11;Maintenance;1;0
1084070;XY-YTM;2015-04-04;ZAD;2015-04-05;Maintenance;1;0
1084077;XY-LQZ;2011-11-25;TFN;2011-11-26;Maintenance;1;0
1084079;XY-ALV;2012-08-30;ZRH;2012-08-31;Maintenance;1;0
1084082;XY-OHF;2016-04-19;SEN;2016-04-20;Maintenance;1;0
1084083;XY-NHZ;2012-03-12;JMK;2012-03-13;Maintenance;1;0
1084084;XY-OFW;2012-03-27;NUE;2012-03-28;Maintenance;1;0
1084085;XY-NHZ;2012-11-30;AAL;2012-11-30;Maintenance;1;0
1084093;XY-OZH;2011-04-24;PAD;2011-04-25;Maintenance;1;0
1085011;XY-JXR;2013-05-25;AGP;2013-05-26;Maintenance;1;0
1085015;XY-OZH;2012-01-16;PMI;2012-01-17;Maintenance;1;0
1085030;XY-ZMF;2014-08-28;BOD;2014-08-29;Maintenance;1;0
1085044;XY-OZH;2015-01-17;NCL;2015-01-18;Maintenance;1;0
1085053;XY-NMY;2010-11-06;MRS;2010-11-07;Maintenance;1;0
1085063;XY-OHF;2014-08-16;STR;2014-08-16;Maintenance;1;0
1085067;XY-OFW;2011-05-19;VNO;2011-05-20;Maintenance;1;0
1085070;XY-ZWJ;2010-08-06;MST;2010-08-07;Maintenance;1;0
1085071;XY-ZDY;2015-05-25;DBV;2015-05-26;Maintenance;1;0
1085079;XY-FBA;2015-09-07;CGN;2015-09-07;Maintenance;1;0
1085081;XY-IWX;2010-03-17;FAO;2010-03-18;Maintenance;1;0
1085082;XY-NMY;2011-11-02;HAM;2011-11-03;Maintenance;1;0
153602;XY-ZDY;2013-12-05;LPA;2013-12-05;Maintenance;1;0
153607;XY-ALV;2016-04-07;SDR;2016-04-08;Maintenance;1;0
1086011;XY-ALV;2012-10-07;MLA;2012-10-08;Maintenance;1;0
1086012;XY-LQZ;2013-09-08;TOS;2013-09-09;Maintenance;1;0
1086017;XY-IWX;2010-03-07;HHN;2010-03-08;Maintenance;1;0
1086023;XY-OZH;2015-10-21;TKU;2015-10-22;Maintenance;1;0
1086024;XY-OHF;2015-10-22;MLA;2015-10-23;Maintenance;1;0
1086025;XY-ZMF;2012-04-29;OSL;2012-04-29;Maintenance;1;0
1086028;XY-LYP;2013-10-31;NRN;2013-10-31;Maintenance;1;0
1086033;XY-OZH;2012-02-01;SKP;2012-02-02;Maintenance;1;0
1086040;XY-CMJ;2015-01-31;AOI;2015-01-31;Maintenance;1;0
1086042;XY-ALV;2010-02-10;IST;2010-02-11;Maintenance;1;0
1086047;XY-LQZ;2016-12-12;JTR;2016-12-12;Maintenance;1;0
1086053;XY-IOO;2016-03-27;ZAZ;2016-03-27;Maintenance;1;0
1086055;XY-CMJ;2011-09-13;LBA;2011-09-14;Maintenance;1;0
1086073;XY-LQZ;2016-07-31;LYS;2016-08-01;Maintenance;1;0
1086075;XY-OFW;2016-07-19;TIA;2016-07-20;Maintenance;1;0
1086089;XY-IWX;2014-12-16;KTW;2014-12-16;Maintenance;1;0
1086097;XY-NMY;2010-06-23;REU;2010-06-24;Maintenance;1;0
1086098;XY-IOO;2010-10-06;TMP;2010-10-06;Maintenance;1;0
153703;XY-CMJ;2015-05-05;KTW;2015-05-05;Maintenance;1;0
153707;XY-ALV;2010-04-05;SEN;2010-04-05;Maintenance;1;0
153709;XY-YTM;2013-05-08;AGP;2013-05-08;Maintenance;1;0
153710;XY-OFW;2010-06-01;MST;2010-06-02;Maintenance;1;0
1087015;XY-NHZ;2011-03-26;TPS;2011-03-27;Maintenance;1;0
1087023;XY-ZDY;2016-02-21;FDH;2016-02-22;Maintenance;1;0
1087036;XY-CMJ;2014-02-11;AAL;2014-02-12;Maintenance;1;0
1087037;XY-YAZ;2013-05-10;LBA;2013-05-10;Maintenance;1;0
1087053;XY-CMJ;2015-08-29;EIN;2015-08-30;Maintenance;1;0
1087058;XY-JXR;2013-01-27;SPC;2013-01-28;Maintenance;1;0
1087062;XY-LYP;2012-04-04;KIR;2012-04-05;Maintenance;1;0
1087063;XY-CMJ;2010-08-23;PIK;2010-08-23;Maintenance;1;0
1087066;XY-NMY;2013-08-11;BIQ;2013-08-11;Maintenance;1;0
1087068;XY-FBA;2010-07-18;GRO;2010-07-18;Maintenance;1;0
1087070;XY-CMJ;2014-08-04;PMO;2014-08-04;Maintenance;1;0
1087080;XY-YTM;2010-06-21;BGY;2010-06-22;Maintenance;1;0
1087083;XY-YTM;2011-03-13;CPH;2011-03-14;Maintenance;1;0
1087084;XY-NMY;2014-03-06;TGD;2014-03-06;Maintenance;1;0
1087088;XY-NHZ;2011-10-24;ALC;2011-10-24;Maintenance;1;0
153803;XY-CMJ;2016-07-13;TOS;2016-07-13;Maintenance;1;0
153808;XY-JXR;2013-08-31;FSC;2013-09-01;Maintenance;1;0
1088028;XY-LQZ;2012-03-11;SVQ;2012-03-11;Maintenance;1;0
1088029;XY-LQZ;2015-01-07;HUY;2015-01-08;Maintenance;1;0
1088036;XY-LQZ;2011-04-20;OPO;2011-04-21;Maintenance;1;0
1088038;XY-ZDY;2012-11-04;BGY;2012-11-05;Maintenance;1;0
1088041;XY-ALV;2010-02-23;GLA;2010-02-24;Maintenance;1;0
1088042;XY-MBJ;2016-07-02;OVB;2016-07-03;Maintenance;1;0
1088053;XY-JXR;2014-12-24;AYT;2014-12-25;Maintenance;1;0
1088060;XY-IWX;2014-09-25;EXT;2014-09-26;Maintenance;1;0
1088068;XY-CMJ;2010-05-29;LGG;2010-05-30;Maintenance;1;0
1088072;XY-FBA;2012-06-04;PFO;2012-06-05;Maintenance;1;0
1088081;XY-OHF;2013-07-23;OVD;2013-07-24;Maintenance;1;0
1088090;XY-YTM;2013-07-21;MAH;2013-07-22;Maintenance;1;0
1088092;XY-CMJ;2010-05-03;NUE;2010-05-04;Maintenance;1;0
1088094;XY-FBA;2013-12-08;SZG;2013-12-09;Maintenance;1;0
1088096;XY-YTM;2015-05-08;BMA;2015-05-08;Maintenance;1;0
153907;XY-OZH;2014-12-06;BVA;2014-12-07;Maintenance;1;0
1089018;XY-YAZ;2011-10-03;SDR;2011-10-03;Maintenance;1;0
1089023;XY-ZWJ;2012-09-19;SOU;2012-09-20;Maintenance;1;0
1089025;XY-ZWJ;2011-06-22;ZRH;2011-06-23;Maintenance;1;0
1089026;XY-ALV;2011-06-20;ATH;2011-06-20;Maintenance;1;0
1089029;XY-CMJ;2010-09-18;SJJ;2010-09-19;Maintenance;1;0
1089034;XY-LQZ;2014-04-17;SZG;2014-04-18;Maintenance;1;0
1089043;XY-OHF;2013-02-13;LIL;2013-02-13;Maintenance;1;0
1089055;XY-IWX;2014-07-09;PFO;2014-07-10;Maintenance;1;0
1089061;XY-ALV;2015-04-05;PRG;2015-04-06;Maintenance;1;0
1089066;XY-ZWJ;2011-03-19;BIA;2011-03-20;Maintenance;1;0
1089067;XY-OZH;2011-06-30;DSA;2011-07-01;Maintenance;1;0
1089069;XY-FBA;2012-06-05;LTN;2012-06-06;Maintenance;1;0
1089082;XY-JXR;2014-02-24;FDH;2014-02-25;Maintenance;1;0
1089083;XY-OHF;2016-01-24;AOI;2016-01-25;Maintenance;1;0
1089086;XY-YTM;2014-08-07;ORK;2014-08-08;Maintenance;1;0
154007;XY-ZMF;2014-12-11;TRN;2014-12-12;Maintenance;1;0
1090017;XY-YTM;2014-09-12;AAL;2014-09-12;Maintenance;1;0
1090032;XY-YTM;2014-05-14;BIA;2014-05-15;Maintenance;1;0
1090039;XY-JXR;2010-02-24;BRN;2010-02-25;Maintenance;1;0
1090042;XY-ZMF;2011-02-18;OVD;2011-02-19;Maintenance;1;0
1090045;XY-ZMF;2013-03-07;LJU;2013-03-08;Maintenance;1;0
1090048;XY-FBA;2010-11-28;VKO;2010-11-29;Maintenance;1;0
1090067;XY-YTM;2012-06-16;BGO;2012-06-17;Maintenance;1;0
1090071;XY-NMY;2014-12-14;JMK;2014-12-15;Maintenance;1;0
1090080;XY-NMY;2011-11-11;LED;2011-11-12;Maintenance;1;0
1090090;XY-YAZ;2016-07-18;TSR;2016-07-18;Maintenance;1;0
1090091;XY-ALV;2013-03-10;PRN;2013-03-11;Maintenance;1;0
1090096;XY-FBA;2011-02-11;ACE;2011-02-12;Maintenance;1;0
154106;XY-ZDY;2012-05-11;ZTH;2012-05-12;Maintenance;1;0
154109;XY-JXR;2011-03-29;MPL;2011-03-30;Maintenance;1;0
1091011;XY-ZMF;2014-05-14;BRN;2014-05-14;Maintenance;1;0
1091015;XY-YAZ;2015-09-13;HER;2015-09-13;Maintenance;1;0
1091025;XY-LQZ;2016-05-09;GLA;2016-05-10;Maintenance;1;0
1091027;XY-OHF;2015-07-21;KRS;2015-07-21;Maintenance;1;0
1091032;XY-OFW;2016-06-24;GRO;2016-06-25;Maintenance;1;0
1091034;XY-ZMF;2016-03-16;VIE;2016-03-16;Maintenance;1;0
1091036;XY-ZMF;2015-12-28;BRS;2015-12-29;Maintenance;1;0
1091045;XY-YTM;2013-09-10;LUX;2013-09-11;Maintenance;1;0
1091046;XY-MBJ;2016-04-03;FMM;2016-04-04;Maintenance;1;0
1091048;XY-ZMF;2014-05-22;AHO;2014-05-23;Maintenance;1;0
1091052;XY-LYP;2011-02-13;JER;2011-02-14;Maintenance;1;0
1091060;XY-ZDY;2011-09-30;CDG;2011-10-01;Maintenance;1;0
1091069;XY-FBA;2015-01-02;FRA;2015-01-03;Maintenance;1;0
1091080;XY-ZMF;2013-08-10;SPU;2013-08-10;Maintenance;1;0
1091084;XY-ZMF;2013-04-25;TMP;2013-04-25;Maintenance;1;0
1091087;XY-CMJ;2016-04-06;RHO;2016-04-07;Maintenance;1;0
1091094;XY-IOO;2014-09-12;BTS;2014-09-13;Maintenance;1;0
1091097;XY-OZH;2010-03-14;PEG;2010-03-14;Maintenance;1;0
1091098;XY-YAZ;2015-02-14;IBZ;2015-02-15;Maintenance;1;0
154202;XY-ALV;2014-12-24;PSR;2014-12-25;Maintenance;1;0
154203;XY-ZDY;2016-06-12;EVN;2016-06-13;Maintenance;1;0
154206;XY-MBJ;2013-04-08;SEN;2013-04-09;Maintenance;1;0
154210;XY-OFW;2013-05-23;LNZ;2013-05-24;Maintenance;1;0
1092011;XY-NHZ;2010-11-13;TIV;2010-11-14;Maintenance;1;0
1092012;XY-YAZ;2011-10-12;TBS;2011-10-13;Maintenance;1;0
1092014;XY-IOO;2014-02-04;OVD;2014-02-05;Maintenance;1;0
1092022;XY-FBA;2012-05-14;NUE;2012-05-15;Maintenance;1;0
1092025;XY-OFW;2013-03-11;GRZ;2013-03-12;Maintenance;1;0
1092035;XY-JXR;2013-08-20;BIQ;2013-08-21;Maintenance;1;0
1092044;XY-OZH;2014-05-17;CGN;2014-05-18;Maintenance;1;0
1092049;XY-NHZ;2012-06-20;GVA;2012-06-20;Maintenance;1;0
1092054;XY-IWX;2010-01-25;BDS;2010-01-26;Maintenance;1;0
1092057;XY-PZC;2016-01-01;BIO;2016-01-02;Maintenance;1;0
1092065;XY-IWX;2014-01-26;OLB;2014-01-27;Maintenance;1;0
1092071;XY-LYP;2014-04-08;TRF;2014-04-09;Maintenance;1;0
1092072;XY-MBJ;2013-11-26;BIA;2013-11-27;Maintenance;1;0
1092075;XY-CMJ;2012-01-31;CHQ;2012-02-01;Maintenance;1;0
1092077;XY-YAZ;2013-04-27;KEF;2013-04-28;Maintenance;1;0
1092080;XY-CMJ;2016-02-25;WMI;2016-02-26;Maintenance;1;0
1092081;XY-NMY;2011-08-13;BES;2011-08-14;Maintenance;1;0
1092084;XY-PZC;2015-01-27;FDH;2015-01-28;Maintenance;1;0
1092085;XY-OFW;2012-11-05;TBS;2012-11-05;Maintenance;1;0
1092091;XY-OHF;2014-05-30;VAA;2014-05-30;Maintenance;1;0
1092094;XY-LYP;2015-09-16;KLU;2015-09-17;Maintenance;1;0
154303;XY-OZH;2011-12-22;AGP;2011-12-23;Maintenance;1;0
154307;XY-ZWJ;2014-07-01;SVQ;2014-07-01;Maintenance;1;0
154309;XY-ALV;2011-10-22;PRN;2011-10-23;Maintenance;1;0
154310;XY-OHF;2014-04-10;WRO;2014-04-10;Maintenance;1;0
1093014;XY-YAZ;2010-06-26;RHO;2010-06-26;Maintenance;1;0
1093017;XY-YAZ;2010-10-25;TXL;2010-10-26;Maintenance;1;0
1093019;XY-YTM;2015-01-10;BEG;2015-01-11;Maintenance;1;0
1093020;XY-PZC;2011-11-03;VCE;2011-11-03;Maintenance;1;0
1093023;XY-JXR;2015-11-27;AHO;2015-11-28;Maintenance;1;0
1093028;XY-ALV;2015-12-19;ADB;2015-12-19;Maintenance;1;0
1093029;XY-LQZ;2016-04-29;OTP;2016-04-30;Maintenance;1;0
1093032;XY-PZC;2014-08-04;CLJ;2014-08-05;Maintenance;1;0
1093040;XY-LYP;2015-02-18;BHX;2015-02-19;Maintenance;1;0
1093045;XY-MBJ;2012-06-14;EGC;2012-06-15;Maintenance;1;0
1093049;XY-OHF;2015-03-30;LNZ;2015-03-31;Maintenance;1;0
1093053;XY-CMJ;2013-01-09;BIA;2013-01-10;Maintenance;1;0
1093055;XY-IOO;2012-11-28;CAG;2012-11-29;Maintenance;1;0
1093057;XY-ZWJ;2010-06-22;TGD;2010-06-23;Maintenance;1;0
1093065;XY-ZWJ;2011-11-03;IST;2011-11-03;Maintenance;1;0
1093066;XY-ZWJ;2013-01-23;MAH;2013-01-24;Maintenance;1;0
1093069;XY-NHZ;2016-07-18;GRZ;2016-07-19;Maintenance;1;0
1093072;XY-NHZ;2012-12-31;RMU;2013-01-01;Maintenance;1;0
1093075;XY-ZMF;2011-07-31;IBZ;2011-08-01;Maintenance;1;0
1093088;XY-MBJ;2010-10-17;VNO;2010-10-17;Maintenance;1;0
1093094;XY-YAZ;2016-12-17;LYS;2016-12-17;Maintenance;1;0
154403;XY-OHF;2013-02-25;OST;2013-02-26;Maintenance;1;0
1094019;XY-PZC;2013-07-13;BCN;2013-07-14;Maintenance;1;0
1094023;XY-ZMF;2012-05-15;LUX;2012-05-16;Maintenance;1;0
1094030;XY-PZC;2012-03-01;SPC;2012-03-02;Maintenance;1;0
1094031;XY-FBA;2011-05-12;EXT;2011-05-13;Maintenance;1;0
1094033;XY-NHZ;2012-03-23;JMK;2012-03-24;Maintenance;1;0
1094037;XY-CMJ;2013-06-06;EXT;2013-06-07;Maintenance;1;0
1094044;XY-LYP;2012-12-29;KRK;2012-12-30;Maintenance;1;0
1094052;XY-YTM;2014-02-01;VAR;2014-02-02;Maintenance;1;0
1094054;XY-LQZ;2012-01-01;LED;2012-01-02;Maintenance;1;0
1094057;XY-NMY;2012-04-27;AAL;2012-04-28;Maintenance;1;0
1094067;XY-YAZ;2015-12-04;DUB;2015-12-05;Maintenance;1;0
1094070;XY-PZC;2015-02-10;CIY;2015-02-11;Maintenance;1;0
1094084;XY-YTM;2015-09-22;MST;2015-09-22;Maintenance;1;0
1094087;XY-JXR;2011-03-26;BRE;2011-03-27;Maintenance;1;0
1094097;XY-ZDY;2016-01-15;PSA;2016-01-16;Maintenance;1;0
154504;XY-NMY;2013-08-12;CTA;2013-08-13;Maintenance;1;0
154507;XY-ZDY;2015-09-01;TFS;2015-09-02;Maintenance;1;0
1095018;XY-FBA;2011-06-11;OLB;2011-06-12;Maintenance;1;0
1095021;XY-OHF;2012-07-11;KRK;2012-07-12;Maintenance;1;0
1095024;XY-IWX;2010-08-14;ALA;2010-08-15;Maintenance;1;0
1095027;XY-OZH;2012-01-07;SAW;2012-01-08;Maintenance;1;0
1095032;XY-OZH;2015-04-26;IEV;2015-04-27;Maintenance;1;0
1095035;XY-ALV;2012-09-26;LED;2012-09-27;Maintenance;1;0
1095037;XY-LYP;2016-05-16;IEV;2016-05-17;Maintenance;1;0
1095038;XY-MBJ;2013-12-01;BIO;2013-12-02;Maintenance;1;0
1095040;XY-YTM;2016-09-09;MAH;2016-09-10;Maintenance;1;0
1095044;XY-ZDY;2014-07-09;ODS;2014-07-10;Maintenance;1;0
1095047;XY-ZWJ;2014-02-01;SKG;2014-02-02;Maintenance;1;0
1095057;XY-OHF;2012-01-31;ZRH;2012-02-01;Maintenance;1;0
1095060;XY-IOO;2010-07-11;MLA;2010-07-12;Maintenance;1;0
1095061;XY-YTM;2014-05-10;BIA;2014-05-11;Maintenance;1;0
1095068;XY-ZWJ;2014-02-11;AYT;2014-02-11;Maintenance;1;0
1095086;XY-FBA;2011-06-16;OLB;2011-06-17;Maintenance;1;0
1095088;XY-ZWJ;2014-04-23;LJU;2014-04-23;Maintenance;1;0
1095091;XY-YAZ;2011-12-27;MRS;2011-12-28;Maintenance;1;0
1095094;XY-OFW;2010-10-30;STR;2010-10-31;Maintenance;1;0
1096015;XY-OHF;2013-03-29;ESB;2013-03-30;Maintenance;1;0
1096016;XY-PZC;2014-01-05;GOT;2014-01-06;Maintenance;1;0
1096024;XY-OHF;2016-09-05;OUL;2016-09-06;Maintenance;1;0
1096026;XY-LYP;2011-11-30;KBP;2011-12-01;Maintenance;1;0
1096029;XY-OFW;2012-03-20;IBZ;2012-03-21;Maintenance;1;0
1096031;XY-ZMF;2016-12-27;ADA;2016-12-28;Maintenance;1;0
1096034;XY-FBA;2012-12-21;TPS;2012-12-22;Maintenance;1;0
1096044;XY-LYP;2014-07-12;NCE;2014-07-13;Maintenance;1;0
1096046;XY-OFW;2011-06-16;VST;2011-06-17;Maintenance;1;0
1096052;XY-YTM;2013-05-05;AGP;2013-05-06;Maintenance;1;0
1096060;XY-OHF;2016-08-10;KRS;2016-08-10;Maintenance;1;0
1096075;XY-ZWJ;2015-05-15;SDR;2015-05-16;Maintenance;1;0
1096077;XY-FBA;2010-08-23;CWL;2010-08-23;Maintenance;1;0
1096078;XY-JXR;2012-06-11;BEG;2012-06-12;Maintenance;1;0
1096085;XY-NHZ;2010-09-02;AES;2010-09-03;Maintenance;1;0
1096086;XY-NHZ;2014-04-12;TOS;2014-04-13;Maintenance;1;0
1096093;XY-ZMF;2016-01-28;SXF;2016-01-28;Maintenance;1;0
154702;XY-LYP;2015-01-20;MAD;2015-01-21;Maintenance;1;0
154703;XY-PZC;2014-08-26;CLJ;2014-08-27;Maintenance;1;0
154706;XY-OHF;2014-09-28;GRZ;2014-09-28;Maintenance;1;0
1097017;XY-ZWJ;2010-09-27;TRD;2010-09-28;Maintenance;1;0
1097023;XY-FBA;2015-04-24;FDH;2015-04-24;Maintenance;1;0
1097028;XY-OFW;2014-08-01;KRK;2014-08-02;Maintenance;1;0
1097032;XY-ZWJ;2012-03-23;EDI;2012-03-24;Maintenance;1;0
1097033;XY-MBJ;2012-06-20;PSR;2012-06-21;Maintenance;1;0
1097045;XY-NHZ;2013-01-23;BRS;2013-01-23;Maintenance;1;0
1097067;XY-OFW;2013-11-24;AOI;2013-11-24;Maintenance;1;0
1097074;XY-MBJ;2014-05-07;BIO;2014-05-08;Maintenance;1;0
1097075;XY-CMJ;2012-07-04;AOI;2012-07-05;Maintenance;1;0
1097077;XY-NHZ;2016-01-07;PDL;2016-01-08;Maintenance;1;0
1097082;XY-OFW;2014-05-05;KBP;2014-05-06;Maintenance;1;0
1097094;XY-YTM;2014-05-18;BIA;2014-05-19;Maintenance;1;0
1097098;XY-MBJ;2011-08-22;FMM;2011-08-23;Maintenance;1;0
154802;XY-ZMF;2015-09-21;GRO;2015-09-22;Maintenance;1;0
154807;XY-ZMF;2016-12-26;TRF;2016-12-26;Maintenance;1;0
1098011;XY-OHF;2011-08-07;IST;2011-08-08;Maintenance;1;0
1098014;XY-OZH;2013-09-28;BVA;2013-09-29;Maintenance;1;0
1098015;XY-YTM;2013-10-06;TSR;2013-10-07;Maintenance;1;0
1098016;XY-FBA;2015-02-06;TPS;2015-02-07;Maintenance;1;0
1098017;XY-ALV;2015-08-20;CIY;2015-08-21;Maintenance;1;0
1098020;XY-ZWJ;2012-08-08;BHD;2012-08-09;Maintenance;1;0
1098026;XY-IWX;2010-06-04;EXT;2010-06-05;Maintenance;1;0
1098032;XY-YAZ;2014-10-15;STR;2014-10-15;Maintenance;1;0
1098050;XY-YTM;2012-05-24;TSR;2012-05-25;Maintenance;1;0
1098054;XY-OFW;2014-12-17;REU;2014-12-17;Maintenance;1;0
1098056;XY-MBJ;2010-02-02;GLA;2010-02-03;Maintenance;1;0
1098057;XY-OFW;2016-01-31;CIA;2016-02-01;Maintenance;1;0
1098062;XY-ZWJ;2010-10-14;PEG;2010-10-14;Maintenance;1;0
1098063;XY-YTM;2016-01-07;AES;2016-01-08;Maintenance;1;0
1098067;XY-IOO;2014-10-21;RMU;2014-10-22;Maintenance;1;0
1098069;XY-MBJ;2010-01-30;BEG;2010-01-31;Maintenance;1;0
1098075;XY-ZDY;2010-07-13;PEG;2010-07-14;Maintenance;1;0
1098081;XY-ZWJ;2011-06-08;HER;2011-06-09;Maintenance;1;0
1098083;XY-MBJ;2015-12-20;BHD;2015-12-21;Maintenance;1;0
1098086;XY-OHF;2013-02-28;OST;2013-03-01;Maintenance;1;0
1098088;XY-OFW;2011-10-17;AOI;2011-10-18;Maintenance;1;0
1098090;XY-FBA;2012-03-06;MMX;2012-03-06;Maintenance;1;0
1098097;XY-PZC;2014-03-18;BOO;2014-03-19;Maintenance;1;0
1098098;XY-PZC;2012-10-14;EDI;2012-10-15;Maintenance;1;0
154905;XY-JXR;2014-08-21;FUE;2014-08-22;Maintenance;1;0
1099015;XY-NMY;2011-04-15;BVA;2011-04-15;Maintenance;1;0
1099023;XY-OHF;2013-11-09;GLA;2013-11-10;Maintenance;1;0
1099030;XY-CMJ;2016-09-18;MAN;2016-09-18;Maintenance;1;0
1099033;XY-LQZ;2014-09-22;SXF;2014-09-23;Maintenance;1;0
1099040;XY-CMJ;2013-03-04;LUG;2013-03-05;Maintenance;1;0
1099044;XY-MBJ;2014-06-11;EDI;2014-06-11;Maintenance;1;0
1099046;XY-OHF;2010-04-15;VCE;2010-04-16;Maintenance;1;0
1099048;XY-OZH;2014-08-31;FCO;2014-09-01;Maintenance;1;0
1099052;XY-LQZ;2015-05-21;PIK;2015-05-22;Maintenance;1;0
1099057;XY-CMJ;2014-12-12;TOS;2014-12-12;Maintenance;1;0
1099058;XY-CMJ;2015-01-03;LTN;2015-01-04;Maintenance;1;0
1099061;XY-ZMF;2013-09-27;HAJ;2013-09-28;Maintenance;1;0
1099068;XY-ZDY;2016-07-11;AMS;2016-07-12;Maintenance;1;0
1099071;XY-ZMF;2015-01-27;FRA;2015-01-28;Maintenance;1;0
1099075;XY-LQZ;2015-01-23;EDI;2015-01-24;Maintenance;1;0
1099080;XY-LQZ;2016-09-09;CAG;2016-09-10;Maintenance;1;0
1099084;XY-NMY;2011-11-26;LTN;2011-11-27;Maintenance;1;0
1099086;XY-ZWJ;2011-05-06;DTM;2011-05-06;Maintenance;1;0
1099093;XY-ZDY;2014-10-03;CLJ;2014-10-04;Maintenance;1;0
155004;XY-FBA;2010-05-20;TSF;2010-05-21;Maintenance;1;0
155008;XY-ZWJ;2012-02-08;EIN;2012-02-09;Maintenance;1;0
